CodigoMesa,Descripcion,CodigoPais,NombrePais,CodigoDepartamento,NombreDepartamento,CodigoCircunscripcionU,CodigoCircunscripcionE,CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,NumeroMesa,InscritosHabilitados,Voto1,Voto2,Voto3,Voto4,Voto5,Voto6,Voto7,Voto8,Voto9,Voto10,Voto11,Voto12,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
100754,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25161,Centro Educativo Ns  N° 30  De 8 De Nivel Secundario,6,274,4,0,11,0,11,2,5,0,5,14,0,0,52,5,31,0,31,88,52,88
100764,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25162,Escuela Técnica Nº 29 D.E. 06 Reconquista de Buenos Aires ,1,320,9,1,9,0,23,1,5,0,14,16,0,0,78,2,17,1,18,98,78,98
100774,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25162,Escuela Técnica Nº 29 D.E. 06 Reconquista de Buenos Aires ,2,320,22,0,8,0,26,1,3,0,11,15,0,0,86,3,5,1,6,95,86,95
100784,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25162,Escuela Técnica Nº 29 D.E. 06 Reconquista de Buenos Aires ,3,320,11,0,7,0,26,3,1,0,17,11,0,0,76,1,36,1,37,114,76,114
100794,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25162,Escuela Técnica Nº 29 D.E. 06 Reconquista de Buenos Aires ,4,320,11,0,3,0,26,2,0,0,16,15,0,0,73,2,30,1,31,106,73,106
100804,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25162,Escuela Técnica Nº 29 D.E. 06 Reconquista de Buenos Aires ,5,108,6,1,3,0,9,1,1,0,4,4,0,0,29,1,8,0,8,38,29,38
100814,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25163,Escuela De Jornada Completa Nº 08 D.E. 20 Dr. Dalmacio Vélez Sársfield,1,320,6,0,2,0,7,0,5,0,3,23,0,0,46,2,40,0,40,88,46,88
100824,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25163,Escuela De Jornada Completa Nº 08 D.E. 20 Dr. Dalmacio Vélez Sársfield,2,320,18,0,4,0,12,1,2,0,6,20,0,0,63,1,32,2,34,98,63,98
100834,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25163,Escuela De Jornada Completa Nº 08 D.E. 20 Dr. Dalmacio Vélez Sársfield,3,320,20,3,6,0,4,5,4,0,3,26,0,0,71,3,28,0,28,102,71,102
100844,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25163,Escuela De Jornada Completa Nº 08 D.E. 20 Dr. Dalmacio Vélez Sársfield,4,320,15,1,6,0,11,1,3,0,4,26,0,0,67,2,32,0,32,101,67,101
100854,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25163,Escuela De Jornada Completa Nº 08 D.E. 20 Dr. Dalmacio Vélez Sársfield,5,320,19,1,6,0,5,4,1,0,5,22,0,0,63,1,30,0,30,94,63,94
100864,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25163,Escuela De Jornada Completa Nº 08 D.E. 20 Dr. Dalmacio Vélez Sársfield,6,132,6,0,3,0,6,1,1,0,4,9,0,0,30,0,13,0,13,43,30,43
100874,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,1,320,22,3,4,0,12,0,5,0,9,24,0,0,79,4,46,3,49,132,79,132
100884,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,2,320,24,0,6,0,8,2,1,0,6,38,0,0,85,2,47,3,50,137,85,137
100894,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,3,320,16,0,8,0,5,4,4,0,7,33,0,0,77,2,47,0,47,126,77,126
100904,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,4,320,29,0,10,0,14,4,2,0,1,37,0,0,97,2,44,0,44,143,97,143
100914,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,5,320,22,0,3,0,3,2,1,0,5,34,0,0,70,3,53,1,54,127,70,127
100924,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,6,320,17,0,12,0,11,1,2,0,6,26,0,0,75,0,36,0,36,111,75,111
100934,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,7,320,20,0,8,0,8,2,1,0,5,40,0,0,84,1,46,1,47,132,84,132
100944,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,8,320,14,0,8,0,9,3,9,0,6,26,0,0,75,1,49,0,49,125,75,125
100954,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25164,Escuela N° 4 De 11 Benjamín Zorrila,9,163,5,1,4,0,13,3,2,0,7,10,0,0,45,0,14,0,14,59,45,59
100964,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25165,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,1,320,20,0,3,0,10,3,3,0,10,36,0,0,85,3,39,1,40,128,85,128
100974,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25165,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,2,320,19,1,3,0,9,3,5,0,2,33,0,0,75,1,44,0,44,120,75,120
100984,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25165,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,3,320,16,0,6,0,15,0,2,0,11,22,0,0,72,1,40,0,40,113,72,113
100994,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25165,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,4,320,22,1,3,0,13,1,2,0,7,24,0,0,73,2,50,1,51,126,73,126
101004,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25165,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,5,320,18,0,7,0,9,2,5,0,8,38,0,0,87,0,54,0,54,141,87,141
101014,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25165,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,6,230,13,0,4,0,6,1,2,0,1,19,0,0,46,2,38,1,39,87,46,87
101024,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,1,320,19,1,5,0,9,2,3,0,10,17,0,0,66,0,34,1,35,101,66,101
101034,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,2,320,27,0,12,0,12,0,2,0,8,19,0,0,80,2,38,1,39,121,80,121
101044,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,3,320,15,1,6,0,13,2,2,0,7,16,0,0,62,1,49,0,49,112,62,112
101054,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,4,320,19,0,2,0,13,2,3,0,6,25,0,0,70,1,48,2,50,121,70,121
101064,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,5,320,18,0,10,0,15,3,2,0,9,25,0,0,82,1,48,1,49,132,82,132
101074,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,6,320,12,1,9,0,12,2,3,0,7,21,0,0,67,5,32,0,32,104,67,104
101084,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,7,320,12,2,4,0,11,3,2,0,7,12,0,0,53,4,37,0,37,94,53,94
101094,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25166,Escuela De Jornada Completa Nº 18 D.E. 20 República de Corea ,8,119,5,0,1,0,5,2,0,0,2,1,0,0,16,2,18,0,18,36,16,36
101104,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25167,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,1,320,17,1,3,0,14,4,3,0,6,18,0,0,66,2,50,1,51,119,66,119
101114,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25167,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,2,320,16,2,10,0,10,1,5,0,5,21,0,0,70,2,32,0,32,104,70,104
101124,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25167,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,3,320,19,1,7,0,10,6,1,0,4,25,0,0,73,2,44,2,46,121,73,121
101134,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25167,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,4,320,17,2,3,0,11,2,3,0,4,15,0,0,57,2,25,2,27,86,57,86
101144,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25167,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,5,106,5,1,4,0,3,0,0,0,3,8,0,0,24,0,15,0,15,39,24,39
101154,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,1,320,22,3,5,0,10,7,5,0,5,31,0,0,88,7,32,2,34,129,88,129
101164,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,2,320,21,1,5,0,6,5,1,0,4,27,0,0,70,4,41,1,42,116,70,116
101174,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,3,320,10,3,10,0,5,4,5,0,5,19,0,0,61,5,42,2,44,110,61,110
101184,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,4,320,18,0,4,0,10,4,2,0,4,25,0,0,67,6,44,0,44,117,67,117
101194,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,5,320,16,0,5,0,1,6,3,0,6,27,0,0,64,2,43,1,44,110,64,110
101204,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,6,320,19,0,8,0,10,2,4,0,3,29,0,0,75,4,46,1,47,126,75,126
101214,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,7,320,21,0,8,0,6,5,3,0,3,24,0,0,70,3,43,4,47,120,70,120
101224,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25168,Escuela Nº 13 D.E. 19 “Presbítero Alberti”,8,171,12,0,5,0,5,1,0,0,9,12,0,0,44,2,10,2,12,58,44,58
101234,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,1,320,21,1,5,0,6,4,2,0,12,19,0,0,70,2,35,3,38,110,70,110
101244,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,2,320,20,0,8,0,6,7,0,0,6,28,0,0,75,3,27,3,30,108,75,108
101254,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,3,320,25,0,5,0,7,4,3,0,8,19,0,0,71,2,45,0,45,118,71,118
101264,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,4,320,24,2,7,0,4,6,4,0,3,19,0,0,69,1,52,4,56,126,69,126
101274,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,5,320,27,0,11,0,7,6,2,0,3,21,0,0,77,2,50,4,54,133,77,133
101284,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,6,320,11,2,7,0,12,0,5,0,6,22,0,0,65,2,44,2,46,113,65,113
101294,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,7,320,23,2,8,0,14,2,5,0,6,22,0,0,82,4,39,2,41,127,82,127
101304,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,8,320,24,0,9,0,14,4,3,0,7,15,0,0,76,0,25,2,27,103,76,103
101314,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25169,Esc. Primaria Común Nº 17 D.E. 19 Gaspar Lucilo Benavento,9,327,22,1,11,0,13,3,2,0,4,26,0,0,82,5,44,2,46,133,82,133
101324,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,1,320,23,1,11,0,8,1,5,0,5,22,0,0,76,2,50,2,52,130,76,130
101334,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,2,320,19,0,12,0,7,3,6,0,3,20,0,0,70,6,44,1,45,121,70,121
101344,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,3,320,14,0,9,0,7,6,2,0,7,26,0,0,71,5,34,3,37,113,71,113
101354,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,4,320,19,2,9,0,10,3,1,0,6,18,0,0,68,5,38,0,38,111,68,111
101364,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,5,320,23,0,6,0,9,3,1,0,5,31,0,0,78,8,42,2,44,130,78,130
101374,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,6,320,14,0,11,0,11,2,3,0,4,9,0,0,54,1,38,0,38,93,54,93
101384,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,7,320,16,2,6,0,11,1,3,0,6,25,0,0,70,1,42,1,43,114,70,114
101394,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,8,320,21,2,3,0,12,3,4,0,5,15,0,0,65,2,43,2,45,112,65,112
101404,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25172,Escuela De Jornada Simple Nº 08 D.E. 21 Judith y Demetrio Demarchi,9,139,12,2,3,0,4,1,0,0,2,11,0,0,35,2,13,0,13,50,35,50
101414,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,1,320,16,1,10,0,12,0,2,0,7,27,0,0,75,2,46,1,47,124,75,124
101424,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,2,320,20,1,8,0,14,2,2,0,9,39,0,0,95,4,34,1,35,134,95,134
101434,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,3,320,18,0,10,0,22,3,1,0,13,20,0,0,87,2,34,1,35,124,87,124
101444,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,4,320,16,3,9,0,19,3,3,0,9,20,0,0,82,2,33,0,33,117,82,117
101454,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,5,320,22,0,11,0,15,1,2,0,8,26,0,0,85,1,44,1,45,131,85,131
101464,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,6,320,16,2,6,0,25,2,5,0,6,27,0,0,89,2,47,1,48,139,89,139
101474,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,7,320,26,1,7,0,16,0,1,0,6,15,0,0,72,1,53,0,53,126,72,126
101484,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,8,320,20,1,6,0,26,5,5,0,6,23,0,0,92,1,38,1,39,132,92,132
101494,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25173,Escuela N° 3 De 20 Republica Francesa,9,119,8,0,5,0,5,2,0,0,2,4,0,0,26,1,13,1,14,41,26,41
101504,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,1,320,23,0,10,0,9,4,4,0,5,23,0,0,78,4,45,0,45,127,78,127
101514,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,2,320,22,1,6,0,6,5,3,0,6,36,0,0,85,3,58,1,59,147,85,147
101524,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,3,320,28,0,7,0,12,2,1,0,8,25,0,0,83,3,58,1,59,145,83,145
101534,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,4,320,20,0,4,0,9,4,1,0,10,30,0,0,78,3,39,2,41,122,78,122
101544,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,5,320,22,1,4,0,8,0,2,0,5,34,0,0,76,6,36,1,37,119,76,119
101554,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,6,320,20,1,4,0,7,4,2,0,5,40,0,0,83,0,51,0,51,134,83,134
101564,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,7,320,26,0,7,0,7,5,3,0,4,26,0,0,78,3,55,2,57,138,78,138
101574,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,8,320,31,0,5,0,6,5,4,0,3,23,0,0,77,3,46,1,47,127,77,127
101584,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,9,320,21,1,8,0,12,7,2,0,11,28,0,0,90,1,42,2,44,135,90,135
101594,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25174,Escuela Jornada Simple  N° 22 De 13 Santa Maria de Bs. As,10,83,6,0,2,0,1,0,0,0,0,8,0,0,17,0,10,0,10,27,17,27
101604,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25175,Escuela N° 16  de 13 Dr. Tomás A. Le Bretón,1,320,20,2,5,0,5,6,1,0,7,26,0,0,72,2,38,0,38,112,72,112
101614,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25175,Escuela N° 16  de 13 Dr. Tomás A. Le Bretón,2,320,23,0,8,0,4,1,4,0,0,26,0,0,66,2,37,0,37,105,66,105
101624,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25175,Escuela N° 16  de 13 Dr. Tomás A. Le Bretón,3,320,18,0,4,0,1,4,3,0,6,27,0,0,63,4,48,1,49,116,63,116
101634,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25175,Escuela N° 16  de 13 Dr. Tomás A. Le Bretón,4,320,18,1,2,0,4,1,2,0,4,19,0,0,51,0,48,0,48,99,51,99
101644,PRESIDENTE,11,Argentina,10,Buenos Aires,0,0,1,Buenos Aires,1,C.A. Buenos Aires,3611,C.A. Buenos Aires,25175,Escuela N° 16  de 13 Dr. Tomás A. Le Bretón,5,248,15,0,6,0,5,1,2,0,3,25,0,0,57,2,29,0,29,88,57,88
